Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
201105,01,001,3,6,Autauga County                ,48,48,10947159,0,0,0,0,0,0,0,0,0,48,48,10947159,0,0,0,0,0,0,0,0,0
201105,01,007,3,6,Bibb County                   ,6,6,1013023,0,0,0,0,0,0,0,0,0,4,4,660000,0,0,0,0,0,0,0,0,0
201105,01,009,3,6,Blount County                 ,1,1,578900,0,0,0,0,0,0,0,0,0,1,1,578900,0,0,0,0,0,0,0,0,0
201105,01,021,3,6,Chilton County                ,10,10,1218392,0,0,0,0,0,0,0,0,0,6,6,665000,0,0,0,0,0,0,0,0,0
201105,01,037,3,6,Coosa County                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201105,01,073,3,6,Jefferson County              ,406,406,72927888,0,0,0,0,0,0,1,27,2757124,269,269,45000458,0,0,0,0,0,0,0,0,0
201105,01,081,3,6,Lee County                    ,223,223,49593944,1,2,145125,0,0,0,0,0,0,223,223,49593944,1,2,145125,0,0,0,0,0,0
201105,01,115,3,6,St. Clair County              ,45,45,4765204,0,0,0,0,0,0,0,0,0,45,45,4765204,0,0,0,0,0,0,0,0,0
201105,01,117,3,6,Shelby County                 ,180,180,30224649,0,0,0,0,0,0,0,0,0,92,92,13768641,0,0,0,0,0,0,0,0,0
201105,01,127,3,6,Walker County                 ,4,4,600000,0,0,0,0,0,0,0,0,0,4,4,600000,0,0,0,0,0,0,0,0,0
201105,02,000,4,9,Alaska Balance of State       ,21,21,5204961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201105,02,013,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201105,02,016,4,9,Aleutians West Census Area    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201105,02,020,4,9,Anchorage Borough             ,142,142,43616779,1,2,376791,0,0,0,6,61,10225487,142,142,43616779,1,2,376791,0,0,0,6,61,10225487
201105,02,050,4,9,Bethel Census Area            ,2,2,478125,1,2,350000,0,0,0,0,0,0,1,1,250000,1,2,350000,0,0,0,0,0,0
201105,02,060,4,9,Bristol Bay Borough           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201105,02,090,4,9,Fairbanks North Star Borough  ,13,13,2385991,0,0,0,1,4,782000,0,0,0,0,0,0,0,0,0,1,4,782000,0,0,0
201105,02,100,4,9,Haines Borough                ,1,1,209081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201105,02,110,4,9,Juneau Borough                ,21,21,4467784,0,0,0,0,0,0,0,0,0,21,21,4467784,0,0,0,0,0,0,0,0,0
201105,02,122,4,9,Kenai Peninsula Borough       ,15,15,3059507,1,2,350000,0,0,0,0,0,0,7,7,1118277,1,2,350000,0,0,0,0,0,0
201105,02,130,4,9,Ketchikan Gateway Borough     ,7,7,1525628,0,0,0,0,0,0,0,0,0,4,4,862277,0,0,0,0,0,0,0,0,0
201105,02,150,4,9,Kodiak Island Borough         ,4,4,1140786,0,0,0,0,0,0,0,0,0,4,4,1140786,0,0,0,0,0,0,0,0,0
201105,02,170,4,9,Matanuska-Susitna Borough     ,21,21,4472966,4,8,1163178,0,0,0,0,0,0,18,18,4006689,4,8,1163178,0,0,0,0,0,0
